temp_index	temp	mean_S	var_S	mean_E	heat_capacity_S	accept_rate	nonnull_rate	runtime_seconds
0	12.6	88132.78	69349.13159999996	-0.008404996871948242	0.00041658154240360946	0.9806900530919203	0.9921805953979492	128.26449130801484
1	10.799999999999999	89241.76	120309.34240000043	-0.008510757446289062	0.000983675667614934	0.9768542059343487	0.9921943473815918	127.9740483739879
2	9.9	89872.92	70832.51359999971	-0.008570949554443359	0.000689227109344109	0.9743296205830863	0.9921885395050049	129.74813212099252
3	9.0	90662.88	105666.22559999954	-0.008646286010742188	0.0012440884625470143	0.9711009163730091	0.9921876907348632	128.45701265800744
4	8.1	91732.52	61879.209599999245	-0.008748294830322266	0.0008994454033689734	0.9669650297520282	0.9921815967559815	128.83039058599388
5	7.47	92634.1	79537.89000000013	-0.00883427619934082	0.0013593551873562189	0.9632676454626813	0.9921975231170654	128.92584280399024
6	7.343999999999999	92868.14	121498.24039999954	-0.008856595993041992	0.0021483485280699814	0.962362861413231	0.9922002506256103	129.0700691510283
7	7.218	93160.1	96878.48999999929	-0.00888443946838379	0.0017733468682980492	0.9615115345364615	0.9921943473815918	128.9051478249894
8	7.0920000000000005	93274.34	67494.50439999998	-0.008895334243774413	0.0012797674076024232	0.9605743407537864	0.9922045516967773	129.04180792099214
9	6.966	93470.32	76155.17760000005	-0.008914024353027343	0.0014966924977732501	0.9596811135856664	0.9921793556213379	129.7504157589865
10	6.84	93783.92	97953.63360000029	-0.008943931579589844	0.0019966798451444153	0.958580433109871	0.9921959114074707	128.91736223301268
11	6.714	93911.52	52694.12959999964	-0.008956100463867188	0.001114806900162155	0.9575724434181995	0.9921710681915283	128.7893573740148
12	6.588	94190.26	96502.27240000013	-0.008982683181762695	0.002120461764456282	0.9564208625480125	0.9921879959106445	129.60854956900585
13	6.462	94426.92	74068.95359999966	-0.009005252838134765	0.0016916183541168354	0.9552013868943791	0.9921938800811767	128.70420388798811
14	6.335999999999999	94712.38	96366.95559999906	-0.009032476425170898	0.0022892745943589084	0.953958053221277	0.9921834659576416	128.82668046001345
15	6.209999999999999	95021.1	96956.20999999996	-0.009061918258666993	0.0023976871570473785	0.9525488560270641	0.9921957206726074	129.03859354599263
16	6.0840000000000005	95276.64	81964.07039999962	-0.009086288452148438	0.0021117630838811477	0.9511664175431981	0.9921910572052002	129.06444353799452
17	5.958	95634.54	118539.9684000006	-0.009120420455932617	0.003184666035040659	0.9496813007400834	0.9921901607513428	128.4856459000148
18	5.832	95914.58	72588.0036000004	-0.009147127151489258	0.0020353069153174106	0.9479789200821747	0.9921961307525635	128.65684525697725
19	5.706	96215.76	64898.34240000043	-0.009175849914550782	0.0019009476476148654	0.9463169772381425	0.9921836280822753	128.3573833819828
20	5.58	96607.58	97090.92360000033	-0.00921321678161621	0.0029737901682108966	0.9444377477207716	0.9921957683563233	128.77410633300315
21	5.454	96934.94	75101.2564000003	-0.009244436264038087	0.002407781216160147	0.9425344766486541	0.9921894741058349	129.18132626501028
22	5.327999999999999	97378.08	109858.15359999985	-0.009286697387695313	0.003690659252162237	0.9404685615606659	0.9921753883361817	128.44141027401201
23	5.202	97699.14	118748.08040000033	-0.009317316055297852	0.004184908711508524	0.938096363545506	0.9921911525726318	128.79764048801735
24	5.076	98101.28	72949.04159999918	-0.009355667114257813	0.002700078871304723	0.9356329203869354	0.9921694278717041	129.14787292899564
25	4.95	98620.44	99853.60640000086	-0.00940517807006836	0.0038864532118853003	0.9330645081682031	0.9921801662445069	127.84632795801735
26	4.824	99066.58	76220.5636	-0.009447725296020507	0.0031236160394531413	0.9301330061097874	0.9921851444244385	128.3360247630044
27	4.698	99623.56	122345.76639999915	-0.009500843048095703	0.0052864363510354	0.9269960647919381	0.9922002220153808	128.97475158699672
28	4.572	100106.84	115166.97439999878	-0.009546932220458984	0.005254308893013377	0.9234749193757935	0.992177038192749	128.56480388899217
29	4.446	100710.92	68467.43359999917	-0.009604541778564454	0.0033032787175586486	0.9196525575647734	0.9921942234039307	129.1567547209852
30	4.32	101329.18	93106.62759999931	-0.009663503646850586	0.004757876769832424	0.9153570332909632	0.992204532623291	128.27482878402225
31	4.194	101965.6	76861.87999999989	-0.009724197387695312	0.00416729492677956	0.9110158904798893	0.9922006416320801	128.7703819939925
