Time,CLN2,CLB2T,CKIT,CDC20T,CDH1A
0.0,0.196030848449198,0.174664621792243,0.0217532075793431,0.599316579065192,0.786839982382206
0.00011507420377486008,0.1960293689126928,0.1746450849215648,0.021754259261156598,0.5992994505592418,0.7868645091380996
0.00023014840754972016,0.1960278892256867,0.1746255471765937,0.021755310936575834,0.5992823151502499,0.786889033140339
0.0003452226113245802,0.19602640938502996,0.1746060085428941,0.021756362605462588,0.5992651727012621,0.7869135543311805
0.001149831909861955,0.1960160581001306,0.17446936939181854,0.021763715794926905,0.5991451240470096,0.7870849336132651
0.00195444120839933,0.19600569938821466,0.17433268884940128,0.02177106866689503,0.5990247381637722,0.7872561769551173
0.0027590505069367047,0.19599533318346427,0.17419596785023708,0.02177842121709182,0.5989040146024041,0.7874272831134466
0.0035636598054740796,0.1959849594683185,0.17405920767062052,0.02178577344322289,0.5987829552475495,0.7875982517258249
0.011609752790847827,0.19588081190679077,0.1726899633421324,0.021859277456184423,0.5975549922384769,0.7893004065862036
0.019655845776221575,0.19577592225269724,0.17131841242959525,0.021932747777911363,0.5962969360454582,0.7909889233338466
0.027701938761595324,0.19567029829204816,0.16994586820751403,0.02200618342729915,0.5950116630450848,0.7926639048233156
0.03574803174696907,0.19556394817024747,0.16857365292123422,0.022079583463392782,0.5937020961415121,0.7943254584284714
0.07584119920692059,0.19502346350860453,0.1617774233843836,0.02244477672970121,0.5868978338226596,0.802408290762485
0.08533536367308366,0.19489297246344905,0.16018841849935056,0.022531113177823137,0.5852415753617831,0.8042752930949674
0.09482952813924672,0.19476154986847166,0.1586095141075224,0.022617393952883858,0.5835737696993197,0.8061246318805785
0.09855072498693943,0.19470978802963984,0.15799360658094677,0.02265119605423707,0.582917403563482,0.806844691139497
0.10227192183463213,0.1946578858245471,0.15737944238727125,0.02268498949084649,0.5822597484650619,0.8075620747715104
0.10599311868232483,0.19460584401798775,0.15676707462001974,0.022718774228477776,0.5816009377476432,0.8082767935155137
0.10971431553001754,0.19455366337196758,0.1561565484577834,0.022752550240256752,0.5809410894273407,0.8089888577321928
0.11343551237771024,0.19450134464633453,0.15554790416827688,0.022786317502594855,0.5802803115126447,0.8096982776261129
0.12026647995640533,0.19440494677012443,0.15443564384790343,0.02284828091452459,0.5790652467351575,0.8109937044471037
0.1270974475351004,0.1943080908230514,0.1533300589938908,0.02291021463973519,0.577847973053396,0.8122803159980121
0.1339284151137955,0.19421078145441042,0.15223133021511168,0.022972118564603697,0.576629013040931,0.8135581725910233
0.14075938269249058,0.19411302329155575,0.1511396129721701,0.02303399258855825,0.5754088360693013,0.8148273337133097
0.14759035027118567,0.19401482093998199,0.15005503877050066,0.023095836623971144,0.5741878609443166,0.8160878583976764
0.15442131784988075,0.19391617898346183,0.14897771726555437,0.02315765059485297,0.5729664601688894,0.8173398053587762
0.16585488656300604,0.19375010237567397,0.14719096930891448,0.0232610464252612,0.5709220097062031,0.8194162601625092
0.17728845527613132,0.19358282821739817,0.1454251053080994,0.023364357589401745,0.5688786083637334,0.8214691177559567
0.1887220239892566,0.19341437761021532,0.14368034279695016,0.023467583884057702,0.5668373663384342,0.8234986458063058
0.2001555927023819,0.19324477148564095,0.1419568023631366,0.023570725157230524,0.5647991836512196,0.8255051088298638
0.21158916141550718,0.1930740306116367,0.14025452846181674,0.023673781297004023,0.5627647932895306,0.8274887683347909
0.25607250958434263,0.1923993323224862,0.13383236435688223,0.02407391982500111,0.5548940030001132,0.8349941787504311
0.30055585775317806,0.19170895660164688,0.12772464225103197,0.024472766902562053,0.5471102584750642,0.8421730723503252
0.3450392059220135,0.1910040625118294,0.12192060698761403,0.024870323534438202,0.5394254436627134,0.8490396743353483
0.3895225540908489,0.19028577430012394,0.11640677260209899,0.02526659281077372,0.5318439501708341,0.8556075692027044
0.43400590225968433,0.18955518316093817,0.11116887901070437,0.025661578672831892,0.5243667474433826,0.861889738026368
0.507398633089966,0.18832567853758234,0.10309323071696289,0.026310468288481048,0.5122565948634179,0.8716625141264879
0.5807913639202477,0.18707012775728646,0.09567107145392782,0.02695589450376521,0.500425608868889,0.8807436891645916
0.6541840947505293,0.1857928864082048,0.08884690521616412,0.027597876747343226,0.4888685340943803,0.8891823441449905
0.7275768255808109,0.18449807040867938,0.08256987196812891,0.028236434661730415,0.4775793716306544,0.8970239396081696
0.7661795687091831,0.1838113129011084,0.07947172873433228,0.028570932590695017,0.47174701901306415,0.9009234090008422
0.794060563830013,0.18331324887269793,0.07731665101089984,0.02881194092922641,0.46757913185637145,0.903647637070707
0.8219415589508429,0.18281368587209845,0.07522826787722474,0.029052460474064325,0.4634482485586715,0.9062969300309079
0.8430814423311733,0.18243402733077746,0.07368789983268771,0.029234501661334816,0.46034060389454273,0.9082570034625594
0.8642213257115038,0.18205369980477715,0.07218364874587077,0.029416262920055013,0.45725390679878664,0.9101760772895714
0.8853612090918342,0.1816727830102847,0.0707146062933031,0.029597744714113604,0.4541880163884096,0.9120550094929284
0.9065010924721647,0.1812913548362567,0.06927988941012449,0.029778947506586627,0.45114279220606224,0.9138946388410192
0.9276409758524952,0.18090949143245647,0.06787863776291767,0.02995987175967937,0.4481180951649068,0.9156957869553729
0.955571425281038,0.180404423966048,0.06607717524011568,0.030198486274640342,0.4441530452554908,0.9180178538042761
0.9797393489611926,0.17996702197624295,0.0645628242501371,0.03040456603096914,0.4407505959317976,0.9199755138649537
0.9976674642466768,0.17964238764729942,0.06346541721616553,0.030557205081131193,0.4382435557754415,0.9213974601491016
1.015595579532161,0.17931766369687682,0.062389561567533953,0.030709645238027067,0.4357508353959686,0.9227941609099484
1.0335236948176452,0.1789928896538815,0.06133481826131599,0.030861886773001702,0.4332723650091525,0.9241660517191754
1.0514518101031294,0.17866810476627126,0.060300749308666086,0.031013929961179403,0.4308080697639009,0.9255135671134165
1.0785480139837007,0.17817729150154787,0.05877621499680454,0.031243349226503143,0.4271103370807866,0.9275048164540679
1.105644217864272,0.1776866683742006,0.05729649783849766,0.0314723169817757,0.42344454997214576,0.9294427887376192
1.1327404217448434,0.17719636394323102,0.05586014206191753,0.03170083420685013,0.4198104195456693,0.931328940176558
1.1598366256254147,0.17670650041559027,0.05446575752473262,0.031928901869981346,0.41620766545355137,0.933164672811737
1.186932829505986,0.17621719376839262,0.053112016292270116,0.03215652092741454,0.41263601409109074,0.9349513362152584
1.246780610839402,0.1751391338754596,0.0502577935954817,0.032657683074028214,0.40485575282616104,0.9387321363043837
1.306628392172818,0.17406543388755916,0.04758252978638987,0.03315667185183592,0.39722304712469,0.9422935250850774
1.3664761735062338,0.17299706341726245,0.04507446542467311,0.03365349715194918,0.38973516196586544,0.9456478519436948
1.4263239548396498,0.1719349210766285,0.0427223056886655,0.034148169100526274,0.38238933694205596,0.9488071431706971
1.5053489086135288,0.17054342829623162,0.0398359133066549,0.034798069990105984,0.3729023829411996,0.9527009757017979
1.5843738623874077,0.16916570659268548,0.03718110453399549,0.03544425724565841,0.3636524040547672,0.9562986982884718
1.6633988161612867,0.16780302666838876,0.034737888085987434,0.03608675366821224,0.35463346759274716,0.9596226660569582
1.7424237699351657,0.16645641082200505,0.03248793464777674,0.03672558209740745,0.3458397612607631,0.962693752031779
1.8662583339301317,0.16438016839505806,0.029314118987462504,0.037719319765737065,0.3324997609057951,0.9670403978060227
1.9900928979250978,0.16234716474915728,0.026519004698205485,0.03870418993775001,0.31967838236606644,0.970878681619508
2.113927461920064,0.16035829861991052,0.024052445863921235,0.039680279819752515,0.3073552056706767,0.9742695408318591
2.23776202591503,0.15841343006726327,0.021872136481252743,0.040647675040946275,0.295510762528725,0.977265769627333
2.3615965899099964,0.15651165072313117,0.019942159929807475,0.04160645966989292,0.2841264864637795,0.9799132861382616
2.4950311231820854,0.1545085707586321,0.01810710410472594,0.04263002935380705,0.27235432081505395,0.9824222991644441
2.6284656564541744,0.15254945305544626,0.016493201866352687,0.043643801008167386,0.26107432567210564,0.9846180934641489
2.7619001897262634,0.15062894266350982,0.015071802925679731,0.044647876513168004,0.2502658798939292,0.986539628740539
2.8953347229983524,0.14874161815931605,0.013818210643134122,0.04564235668065193,0.23990922941251822,0.9882210970389435
3.0287692562704414,0.14688314928497376,0.012711104510721756,0.04662734122283841,0.2299854754494282,0.9896925003623648
3.1622037895425303,0.14505044283869503,0.0117320941463525,0.04760292877842707,0.2204765286753307,0.9909801030761701
3.337474856310206,0.1426782348943714,0.01061433379485047,0.04887028354629977,0.20858747840848457,0.9924303842496907
3.512745923077882,0.14034195445716588,0.009659924474587503,0.05012181179282021,0.19734688378325804,0.9936475322409379
3.6880169898455577,0.13803806890074494,0.00884364140221384,0.05135772900810057,0.18671936912374565,0.994668944304629
3.8632880566132335,0.13576394299013503,0.008144428644117662,0.05257824768979718,0.17667150192310083,0.9955260704785396
4.038559123380909,0.13351785495850058,0.0075446718629928475,0.05378357739057863,0.1671716750781084,0.9962453335845993
4.2138301901485855,0.13129877835189657,0.007029630338770889,0.05497392476389993,0.15818999926251218,0.9968488802282052
4.434549621746753,0.12854178543911315,0.006482563314681151,0.05645193435192565,0.1475729120791264,0.9974727531878304
4.655269053344921,0.1258261438214408,0.006029997610110547,0.05790690788362595,0.13767983499068148,0.9979725913664853
4.875988484943089,0.12315184731489892,0.005655491128221774,0.059339238993411786,0.1284614053736031,0.9983723634224456
5.0967079165412565,0.1205192609439244,0.005345613217470223,0.06074931446048156,0.11987161950639297,0.9986908725652188
5.317427348139424,0.11792899678822868,0.0050893754256617985,0.06213751432988733,0.11186760522164138,0.9989423799494687
