temp_index	temp	mean_S	var_S	mean_E	heat_capacity_S	accept_rate	nonnull_rate	runtime_seconds
0	7.0	434.9406128830519	422.81245816095975	-0.017697778844525225	0.002106646893738838	0.958978940916211	0.9846022155761719	35.2480490670132
1	5.5	451.9100062539087	442.82828636643995	-0.01838826522843053	0.003573962796733277	0.9470753480349791	0.9846122955322265	34.75408395001432
2	4.0	482.9177611006879	477.8803537115325	-0.01964997400312044	0.0072918755143971635	0.9254751520586172	0.9846218048095703	35.460847678012215
3	3.0	524.0663164477799	515.4308241425125	-0.02132431300650146	0.013981955950046454	0.8977595519445447	0.9846160614013671	36.054439761006506
4	2.5	559.2626016260162	544.9302023622488	-0.022756453516683605	0.021286336029775345	0.8745129291277329	0.9846125854492187	35.632292691996554
5	2.45	563.8084427767354	549.5004040165817	-0.02294142426663149	0.022349916213970967	0.8715853802489197	0.9846244659423828	36.21836175999488
6	2.4	568.412382739212	557.8577578622661	-0.02312875906328174	0.023645094039165336	0.8685455237711167	0.9846165588378907	36.78747805801686
7	2.3499999999999996	573.3771106941839	564.702415416765	-0.023330774360928706	0.02496456326642982	0.8653398157458262	0.9846190307617187	36.12492058501812
8	2.3000000000000003	578.4740838023765	564.9483902643968	-0.02353817072763576	0.026073129128902407	0.8620380025444626	0.9846126403808594	35.781458422978176
9	2.25	583.9693933708568	572.8397011329391	-0.023761775446405304	0.027625371389512883	0.8584868868149828	0.9846048248291016	36.14922602500883
10	2.2	589.6973233270794	571.9729897084677	-0.023994845512983375	0.02885162049391402	0.8548144219500812	0.9846091583251954	36.07793861799291
11	2.15	595.8619887429644	583.4281824113805	-0.02424568639090838	0.030814174385403664	0.8509207840073187	0.9846088592529297	36.48789715298335
12	2.1	602.4118574108818	587.1004672817321	-0.024512201229283926	0.03250228458502361	0.8467674680219188	0.9846097778320313	36.336242468009004
13	2.05	609.2064415259537	591.9517658863557	-0.02478867356469538	0.03438892899306331	0.8424928287852719	0.9846177703857422	36.4242115310044
14	2.0	616.6017886178862	602.3148861066622	-0.02508959100821477	0.036762383185221084	0.8378645141434701	0.9846154296875	36.17821047399775
15	1.9500000000000002	624.5565853658536	614.8369919675407	-0.025413272516514228	0.03947578895255104	0.8329788042270222	0.9846168090820312	36.35005867498694
16	1.9	632.4839774859287	618.5971103834831	-0.025735838927650093	0.04183509283994947	0.8279423291603711	0.9846089965820313	37.86257678698166
17	1.85	641.2897560975609	628.3418825546455	-0.026094146976626015	0.044822141686068	0.822494828517726	0.9846061340332031	37.4712016810081
18	1.7999999999999998	650.9015009380863	631.5892347703243	-0.026485249875410413	0.04759154028398109	0.8165478514737241	0.9846165588378907	37.62813217798248
19	1.75	660.9822764227642	639.7702299648662	-0.026895437679962737	0.05100209103673997	0.8103633030339616	0.9846155212402343	37.661937377997674
20	1.7000000000000002	671.8588492808005	651.6683691573962	-0.02733800656253257	0.0550514612245043	0.8037539802157381	0.9846120056152343	36.08014584801276
21	1.6500000000000001	683.6364978111319	671.5098423938351	-0.02781724030807015	0.06021775302688058	0.7966295269521718	0.9846245513916015	37.28159695700742
22	1.6	696.3614509068168	680.8160449242629	-0.02833501997504951	0.0649276776241553	0.7891101807633788	0.9846269653320312	36.49928044099943
23	1.55	710.2124828017511	731.0131124723434	-0.02889861990567021	0.07428511890205752	0.7808694127744205	0.9846220977783203	37.034436751011526
24	1.5	726.080387742339	3128.06034206354	-0.029544286610609496	0.3394162697551584	0.771951646836742	0.9846188507080078	36.49866081899381
25	1.45	743.3085928705441	8950.19850402374	-0.030245304071880863	1.039289919926954	0.7624296807698652	0.9846171264648438	37.73518883498036
26	1.4000000000000001	762.3833270794246	19986.954611319536	-0.031021456993791694	2.489605913599073	0.7521489405803076	0.9846039611816406	36.61320273700403
27	1.35	785.0716948092557	47522.1393001295	-0.03194464904009016	6.366027319654692	0.7407938621834328	0.9846153930664062	36.449928920017555
28	1.3	810.8864665415884	83570.30116894057	-0.0329950547909175	12.072725182735727	0.7283062084147338	0.9846245330810547	36.37236292799935
29	1.25	841.0408005003127	145344.37349479384	-0.03422203778077444	22.71005835856154	0.714684904760385	0.9846129119873047	36.253449479001574
