temp_index	temp	temp_over_lam1	q_rand	xi	m1_sq	m1w_sq	q_1	G_1	q_2	G_2	q_3	G_3	q_4	G_4	q_5	G_5	q_6	G_6	q_7	G_7	q_8	G_8	q_9	G_9	q_10	G_10	q_11	G_11	q_12	G_12	q_13	G_13	q_14	G_14	q_15	G_15	q_16	G_16
35	2.086	0.149	0.3333231608072917	3.349574077643116	0.43785480968654156	1.9186599981039762	0.8651	0.5317768391927082	0.7535	0.42017683919270826	0.6597	0.32637683919270827	0.5856	0.2522768391927083	0.4983	0.16497683919270834	0.4384	0.10507683919270833	0.3827	0.0493768391927083	0.3234	-0.009923160807291664	0.2747	-0.058623160807291685	0.2187	-0.11462316080729168	0.1801	-0.15322316080729168	0.14	-0.19332316080729167	0.1073	-0.22602316080729168	0.0679	-0.26542316080729167	0.0362	-0.2971231608072917	0.0047	-0.3286231608072917
36	1.9879999999999998	0.142	0.3333231608072917	3.406202431835645	0.44164851773530245	1.9639203567057848	0.8715	0.5381768391927084	0.7578	0.42447683919270834	0.6652	0.33187683919270833	0.5894	0.25607683919270835	0.5199	0.18657683919270834	0.4386	0.1052768391927083	0.3777	0.044376839192708295	0.3264	-0.006923160807291662	0.2747	-0.058623160807291685	0.2212	-0.11212316080729168	0.1878	-0.1455231608072917	0.1421	-0.19122316080729168	0.1005	-0.23282316080729168	0.0658	-0.26752316080729166	0.0326	-0.30072316080729167	0.0024	-0.33092316080729167
37	1.8900000000000001	0.135	0.3333231608072917	3.413789941923743	0.44251052662730217	1.9723415914922953	0.8655	0.5321768391927084	0.7632	0.4298768391927083	0.6726	0.3392768391927083	0.5838	0.2504768391927083	0.5121	0.17877683919270831	0.4339	0.10057683919270832	0.3865	0.053176839192708325	0.324	-0.009323160807291675	0.2732	-0.06012316080729169	0.228	-0.10532316080729168	0.1822	-0.15112316080729168	0.1415	-0.1918231608072917	0.0985	-0.23482316080729168	0.0651	-0.2682231608072917	0.0359	-0.2974231608072917	0.001	-0.3323231608072917
38	1.792	0.128	0.3333231608072917	3.384431608127271	0.4435004023835063	1.9892853926867247	0.8729	0.5395768391927083	0.7688	0.43547683919270835	0.6817	0.3483768391927083	0.5839	0.2505768391927083	0.5097	0.17637683919270836	0.4406	0.1072768391927083	0.379	0.04567683919270832	0.3198	-0.013523160807291712	0.2713	-0.0620231608072917	0.2191	-0.1142231608072917	0.171	-0.16232316080729167	0.1387	-0.1946231608072917	0.1018	-0.23152316080729168	0.0651	-0.2682231608072917	0.0303	-0.3030231608072917	0.0003	-0.33302316080729166
39	1.694	0.121	0.3333231608072917	3.308717722475385	0.4441450275480747	1.9948459304869175	0.877	0.5436768391927083	0.7629	0.42957683919270834	0.6642	0.3308768391927083	0.587	0.2536768391927083	0.5068	0.17347683919270834	0.4408	0.10747683919270834	0.3724	0.039076839192708324	0.3267	-0.006623160807291695	0.2716	-0.06172316080729168	0.2189	-0.11442316080729167	0.1869	-0.14642316080729167	0.1416	-0.19172316080729168	0.1046	-0.2287231608072917	0.0666	-0.2667231608072917	0.0319	-0.3014231608072917	0.0	-0.3333231608072917
40	1.596	0.114	0.3333231608072917	3.330777913484097	0.4441495193168521	1.995596930384636	0.8808	0.5474768391927083	0.7656	0.43227683919270826	0.6682	0.33487683919270833	0.5887	0.2553768391927083	0.5098	0.17647683919270835	0.4419	0.10857683919270833	0.3759	0.04257683919270833	0.3217	-0.0116231608072917	0.2732	-0.06012316080729169	0.2282	-0.1051231608072917	0.1749	-0.15842316080729169	0.1409	-0.1924231608072917	0.0959	-0.2374231608072917	0.0632	-0.2701231608072917	0.0301	-0.30322316080729167	0.0	-0.3333231608072917
41	1.498	0.107	0.3333231608072917	3.371217240003699	0.4444396821781993	1.9988147616386414	0.8712	0.5378768391927082	0.7687	0.43537683919270836	0.6677	0.3343768391927083	0.5896	0.25627683919270833	0.5044	0.17107683919270827	0.4438	0.11047683919270829	0.378	0.04467683919270832	0.3213	-0.01202316080729171	0.271	-0.062323160807291667	0.2275	-0.10582316080729168	0.1737	-0.1596231608072917	0.1398	-0.19352316080729168	0.1031	-0.2302231608072917	0.0645	-0.2688231608072917	0.0319	-0.3014231608072917	0.0	-0.3333231608072917
42	1.4000000000000001	0.1	0.3333231608072917	3.4333874547001506	0.44440232403576374	1.9990448448807001	0.8753	0.5419768391927082	0.7664	0.4330768391927083	0.6722	0.33887683919270833	0.5984	0.26507683919270836	0.5087	0.17537683919270836	0.4464	0.11307683919270833	0.3827	0.0493768391927083	0.312	-0.021323160807291686	0.2738	-0.0595231608072917	0.2268	-0.10652316080729168	0.1829	-0.15042316080729168	0.1433	-0.19002316080729167	0.0986	-0.2347231608072917	0.0656	-0.2677231608072917	0.0308	-0.3025231608072917	0.0	-0.3333231608072917
43	1.05	0.075	0.3333231608072917	3.436818079148149	0.44441593438386917	1.9988636411726475	0.8738	0.5404768391927084	0.7636	0.43027683919270826	0.6777	0.3443768391927083	0.5875	0.25417683919270834	0.5058	0.17247683919270834	0.4525	0.11917683919270833	0.3847	0.0513768391927083	0.3227	-0.010623160807291698	0.2731	-0.060223160807291676	0.2222	-0.11112316080729168	0.1782	-0.1551231608072917	0.1373	-0.19602316080729168	0.1042	-0.22912316080729167	0.0672	-0.2661231608072917	0.0332	-0.3001231608072917	0.0	-0.3333231608072917
44	0.7000000000000001	0.05	0.3333231608072917	3.3361363081816946	0.444444446824491	1.999969482421875	0.8794	0.5460768391927082	0.7704	0.4370768391927083	0.6767	0.3433768391927083	0.5864	0.25307683919270835	0.5136	0.18027683919270826	0.4351	0.1017768391927083	0.3763	0.04297683919270834	0.3242	-0.009123160807291697	0.2696	-0.06372316080729168	0.2248	-0.10852316080729169	0.1822	-0.15112316080729168	0.1367	-0.1966231608072917	0.0983	-0.2350231608072917	0.0654	-0.26792316080729167	0.0304	-0.3029231608072917	0.0	-0.3333231608072917
