temp_index	temp	temp_over_lam1	q_rand	xi	m1_sq	m1w_sq	q_1	G_1	q_2	G_2	q_3	G_3	q_4	G_4	q_5	G_5	q_6	G_6	q_7	G_7	q_8	G_8	q_9	G_9	q_10	G_10	q_11	G_11	q_12	G_12	q_13	G_13	q_14	G_14	q_15	G_15	q_16	G_16
21	2.31	0.165	0.0038910505836575876	nan	0.0002560112625360489	0.06553888320922852	0.0059	0.0020089494163424123	0.0043	0.0004089494163424124	0.0034	-0.0004910505836575878	0.0032	-0.0006910505836575874	0.0041	0.00020894941634241274	0.0044	0.0005089494163424127	0.0045	0.0006089494163424121	0.0048	0.000908949416342412	0.0041	0.00020894941634241274	0.0048	0.000908949416342412	0.0031	-0.0007910505836575877	0.0043	0.0004089494163424124	0.0033	-0.0005910505836575876	0.0045	0.0006089494163424121	0.0044	0.0005089494163424127	0.004	0.00010894941634241248
22	2.24	0.16	0.0038910505836575876	nan	0.00023717805743217468	0.06071758270263672	0.0064	0.0025089494163424127	0.0042	0.00030894941634241214	0.0038	-9.105058365758761e-05	0.005	0.0011089494163424125	0.0048	0.000908949416342412	0.0042	0.00030894941634241214	0.0035	-0.00039105058365758753	0.0043	0.0004089494163424124	0.0052	0.0013089494163424122	0.0038	-9.105058365758761e-05	0.0031	-0.0007910505836575877	0.0039	8.949416342412218e-06	0.0035	-0.00039105058365758753	0.0035	-0.00039105058365758753	0.0044	0.0005089494163424127	0.0045	0.0006089494163424121
23	2.17	0.155	0.0038910505836575876	nan	0.0002524387091398239	0.06462430953979492	0.007	0.0031089494163424125	0.0055	0.001608949416342412	0.004	0.00010894941634241248	0.0049	0.0010089494163424122	0.0036	-0.0002910505836575877	0.0033	-0.0005910505836575876	0.0036	-0.0002910505836575877	0.0029	-0.0009910505836575878	0.0031	-0.0007910505836575877	0.0043	0.0004089494163424124	0.0044	0.0005089494163424127	0.0038	-9.105058365758761e-05	0.0032	-0.0006910505836575874	0.004	0.00010894941634241248	0.0033	-0.0005910505836575876	0.004	0.00010894941634241248
24	2.1	0.15	0.0038910505836575876	nan	0.00024851225316524506	0.06361913681030273	0.007	0.0031089494163424125	0.0041	0.00020894941634241274	0.0034	-0.0004910505836575878	0.0032	-0.0006910505836575874	0.0043	0.0004089494163424124	0.0034	-0.0004910505836575878	0.0038	-9.105058365758761e-05	0.0033	-0.0005910505836575876	0.0035	-0.00039105058365758753	0.0032	-0.0006910505836575874	0.0034	-0.0004910505836575878	0.004	0.00010894941634241248	0.0048	0.000908949416342412	0.0026	-0.0012910505836575877	0.0041	0.00020894941634241274	0.0039	8.949416342412218e-06
25	2.03	0.145	0.0038910505836575876	nan	0.00025011785328388214	0.06403017044067383	0.0054	0.0015089494163424127	0.0039	8.949416342412218e-06	0.003	-0.0008910505836575875	0.0036	-0.0002910505836575877	0.0042	0.00030894941634241214	0.0029	-0.0009910505836575878	0.0045	0.0006089494163424121	0.0036	-0.0002910505836575877	0.0036	-0.0002910505836575877	0.0039	8.949416342412218e-06	0.0038	-9.105058365758761e-05	0.0053	0.0014089494163424124	0.003	-0.0008910505836575875	0.0033	-0.0005910505836575876	0.0051	0.0012089494163424128	0.0043	0.0004089494163424124
26	1.9600000000000002	0.14	0.0038910505836575876	nan	0.00025517120957374573	0.0653238296508789	0.0067	0.0028089494163424126	0.0035	-0.00039105058365758753	0.0031	-0.0007910505836575877	0.0032	-0.0006910505836575874	0.0039	8.949416342412218e-06	0.0046	0.0007089494163424123	0.0049	0.0010089494163424122	0.0034	-0.0004910505836575878	0.0031	-0.0007910505836575877	0.0033	-0.0005910505836575876	0.0043	0.0004089494163424124	0.0041	0.00020894941634241274	0.0031	-0.0007910505836575877	0.0034	-0.0004910505836575878	0.0033	-0.0005910505836575876	0.0035	-0.00039105058365758753
27	1.8900000000000001	0.135	0.0038910505836575876	nan	0.00024801306426525116	0.0634913444519043	0.0078	0.003908949416342412	0.0049	0.0010089494163424122	0.004	0.00010894941634241248	0.0044	0.0005089494163424127	0.0039	8.949416342412218e-06	0.0034	-0.0004910505836575878	0.0047	0.0008089494163424126	0.0053	0.0014089494163424124	0.0035	-0.00039105058365758753	0.0034	-0.0004910505836575878	0.0032	-0.0006910505836575874	0.0038	-9.105058365758761e-05	0.0045	0.0006089494163424121	0.0044	0.0005089494163424127	0.0044	0.0005089494163424127	0.0028	-0.0010910505836575876
28	1.82	0.13	0.0038910505836575876	nan	0.00025589391589164734	0.06550884246826172	0.0066	0.0027089494163424124	0.0038	-9.105058365758761e-05	0.0037	-0.00019105058365758744	0.0043	0.0004089494163424124	0.0035	-0.00039105058365758753	0.0036	-0.0002910505836575877	0.0045	0.0006089494163424121	0.0043	0.0004089494163424124	0.0052	0.0013089494163424122	0.0037	-0.00019105058365758744	0.0035	-0.00039105058365758753	0.004	0.00010894941634241248	0.0047	0.0008089494163424126	0.0032	-0.0006910505836575874	0.0043	0.0004089494163424124	0.0038	-9.105058365758761e-05
29	1.75	0.125	0.0038910505836575876	nan	0.00024861283600330353	0.0636448860168457	0.007	0.0031089494163424125	0.0048	0.000908949416342412	0.0037	-0.00019105058365758744	0.0038	-9.105058365758761e-05	0.0035	-0.00039105058365758753	0.0038	-9.105058365758761e-05	0.0031	-0.0007910505836575877	0.0028	-0.0010910505836575876	0.0033	-0.0005910505836575876	0.0036	-0.0002910505836575877	0.0048	0.000908949416342412	0.0031	-0.0007910505836575877	0.0037	-0.00019105058365758744	0.0033	-0.0005910505836575876	0.0042	0.00030894941634241214	0.0031	-0.0007910505836575877
30	1.68	0.12	0.0038910505836575876	nan	0.0002526957541704178	0.06469011306762695	0.0065	0.002608949416342412	0.0045	0.0006089494163424121	0.0039	8.949416342412218e-06	0.0043	0.0004089494163424124	0.0035	-0.00039105058365758753	0.0033	-0.0005910505836575876	0.0034	-0.0004910505836575878	0.0056	0.0017089494163424123	0.0036	-0.0002910505836575877	0.0032	-0.0006910505836575874	0.0044	0.0005089494163424127	0.0044	0.0005089494163424127	0.0034	-0.0004910505836575878	0.0039	8.949416342412218e-06	0.0039	8.949416342412218e-06	0.0035	-0.00039105058365758753
