temp_index	temp	temp_over_lam1	q_rand	xi	m1_sq	m1w_sq	q_1	G_1	q_2	G_2	q_3	G_3	q_4	G_4	q_5	G_5	q_6	G_6	q_7	G_7	q_8	G_8	q_9	G_9	q_10	G_10	q_11	G_11	q_12	G_12	q_13	G_13	q_14	G_14	q_15	G_15	q_16	G_16	q_17	G_17	q_18	G_18	q_19	G_19	q_20	G_20
22	2.88	0.16	0.000975609756097561	nan	1.9205654098186642e-05	0.01966658979654312	0.001	2.4390243902439046e-05	0.0011	0.0001243902439024391	0.0009	-7.5609756097561e-05	0.0013	0.00032439024390243897	0.0017	0.0007243902439024389	0.001	2.4390243902439046e-05	0.0008	-0.00017560975609756094	0.0007	-0.000275609756097561	0.0013	0.00032439024390243897	0.0011	0.0001243902439024391	0.0011	0.0001243902439024391	0.0012	0.00022439024390243892	0.001	2.4390243902439046e-05	0.0011	0.0001243902439024391	0.0004	-0.000575609756097561	0.0011	0.0001243902439024391	0.0008	-0.00017560975609756094	0.0011	0.0001243902439024391	0.001	2.4390243902439046e-05	0.0013	0.00032439024390243897
23	2.79	0.155	0.000975609756097561	nan	1.9177263311576098e-05	0.019637517631053925	0.0012	0.00022439024390243892	0.0008	-0.00017560975609756094	0.0007	-0.000275609756097561	0.001	2.4390243902439046e-05	0.0012	0.00022439024390243892	0.001	2.4390243902439046e-05	0.0014	0.000424390243902439	0.0005	-0.00047560975609756096	0.0011	0.0001243902439024391	0.0012	0.00022439024390243892	0.0007	-0.000275609756097561	0.0008	-0.00017560975609756094	0.0004	-0.000575609756097561	0.0009	-7.5609756097561e-05	0.0017	0.0007243902439024389	0.0009	-7.5609756097561e-05	0.0013	0.00032439024390243897	0.0007	-0.000275609756097561	0.0008	-0.00017560975609756094	0.0011	0.0001243902439024391
24	2.6999999999999997	0.15	0.000975609756097561	nan	1.9163220713380724e-05	0.01962313801050186	0.0013	0.00032439024390243897	0.0016	0.0006243902439024391	0.0002	-0.000775609756097561	0.0015	0.0005243902439024391	0.0012	0.00022439024390243892	0.0011	0.0001243902439024391	0.0003	-0.0006756097560975611	0.0008	-0.00017560975609756094	0.0006	-0.00037560975609756103	0.0008	-0.00017560975609756094	0.0009	-7.5609756097561e-05	0.0004	-0.000575609756097561	0.0012	0.00022439024390243892	0.0008	-0.00017560975609756094	0.0011	0.0001243902439024391	0.0009	-7.5609756097561e-05	0.0009	-7.5609756097561e-05	0.0013	0.00032439024390243897	0.0015	0.0005243902439024391	0.0007	-0.000275609756097561
25	2.61	0.145	0.000975609756097561	nan	1.8908896890934557e-05	0.019362710416316986	0.0018	0.000824390243902439	0.0006	-0.00037560975609756103	0.0013	0.00032439024390243897	0.0011	0.0001243902439024391	0.0008	-0.00017560975609756094	0.0011	0.0001243902439024391	0.0009	-7.5609756097561e-05	0.001	2.4390243902439046e-05	0.0012	0.00022439024390243892	0.001	2.4390243902439046e-05	0.0008	-0.00017560975609756094	0.0007	-0.000275609756097561	0.0008	-0.00017560975609756094	0.0006	-0.00037560975609756103	0.0012	0.00022439024390243892	0.001	2.4390243902439046e-05	0.0018	0.000824390243902439	0.0007	-0.000275609756097561	0.0012	0.00022439024390243892	0.0015	0.0005243902439024391
26	2.5200000000000005	0.14	0.000975609756097561	nan	1.920721842907369e-05	0.01966819167137146	0.0013	0.00032439024390243897	0.0005	-0.00047560975609756096	0.001	2.4390243902439046e-05	0.001	2.4390243902439046e-05	0.0011	0.0001243902439024391	0.0008	-0.00017560975609756094	0.0007	-0.000275609756097561	0.0014	0.000424390243902439	0.001	2.4390243902439046e-05	0.0007	-0.000275609756097561	0.0009	-7.5609756097561e-05	0.0012	0.00022439024390243892	0.0012	0.00022439024390243892	0.0009	-7.5609756097561e-05	0.0011	0.0001243902439024391	0.0009	-7.5609756097561e-05	0.001	2.4390243902439046e-05	0.0011	0.0001243902439024391	0.0014	0.000424390243902439	0.0011	0.0001243902439024391
27	2.43	0.135	0.000975609756097561	nan	1.9010964024346322e-05	0.019467227160930634	0.0019	0.000924390243902439	0.0008	-0.00017560975609756094	0.0017	0.0007243902439024389	0.0014	0.000424390243902439	0.0008	-0.00017560975609756094	0.001	2.4390243902439046e-05	0.0008	-0.00017560975609756094	0.0005	-0.00047560975609756096	0.0012	0.00022439024390243892	0.0006	-0.00037560975609756103	0.0008	-0.00017560975609756094	0.0012	0.00022439024390243892	0.0009	-7.5609756097561e-05	0.0015	0.0005243902439024391	0.0008	-0.00017560975609756094	0.001	2.4390243902439046e-05	0.001	2.4390243902439046e-05	0.0014	0.000424390243902439	0.0013	0.00032439024390243897	0.0003	-0.0006756097560975611
28	2.34	0.13	0.000975609756097561	nan	1.8906321201939136e-05	0.019360072910785675	0.002	0.001024390243902439	0.0009	-7.5609756097561e-05	0.0015	0.0005243902439024391	0.0009	-7.5609756097561e-05	0.0007	-0.000275609756097561	0.0011	0.0001243902439024391	0.0009	-7.5609756097561e-05	0.0011	0.0001243902439024391	0.0009	-7.5609756097561e-05	0.0004	-0.000575609756097561	0.0016	0.0006243902439024391	0.0013	0.00032439024390243897	0.0008	-0.00017560975609756094	0.0008	-0.00017560975609756094	0.0012	0.00022439024390243892	0.0009	-7.5609756097561e-05	0.0008	-0.00017560975609756094	0.0005	-0.00047560975609756096	0.0011	0.0001243902439024391	0.0007	-0.000275609756097561
29	2.25	0.125	0.000975609756097561	nan	1.928012352436781e-05	0.019742846488952637	0.0019	0.000924390243902439	0.0015	0.0005243902439024391	0.0015	0.0005243902439024391	0.0004	-0.000575609756097561	0.0011	0.0001243902439024391	0.0005	-0.00047560975609756096	0.0008	-0.00017560975609756094	0.0005	-0.00047560975609756096	0.0009	-7.5609756097561e-05	0.0012	0.00022439024390243892	0.0008	-0.00017560975609756094	0.0012	0.00022439024390243892	0.0007	-0.000275609756097561	0.0009	-7.5609756097561e-05	0.0015	0.0005243902439024391	0.0007	-0.000275609756097561	0.0013	0.00032439024390243897	0.0016	0.0006243902439024391	0.001	2.4390243902439046e-05	0.0008	-0.00017560975609756094
30	2.16	0.12000000000000001	0.000975609756097561	nan	1.9129205611534417e-05	0.019588306546211243	0.0014	0.000424390243902439	0.0013	0.00032439024390243897	0.0008	-0.00017560975609756094	0.0013	0.00032439024390243897	0.0012	0.00022439024390243892	0.0004	-0.000575609756097561	0.0015	0.0005243902439024391	0.0012	0.00022439024390243892	0.0007	-0.000275609756097561	0.0006	-0.00037560975609756103	0.0006	-0.00037560975609756103	0.0012	0.00022439024390243892	0.001	2.4390243902439046e-05	0.0011	0.0001243902439024391	0.0007	-0.000275609756097561	0.0008	-0.00017560975609756094	0.0016	0.0006243902439024391	0.0006	-0.00037560975609756103	0.0007	-0.000275609756097561	0.0009	-7.5609756097561e-05
31	2.0700000000000003	0.11500000000000002	0.000975609756097561	nan	1.9204489944968373e-05	0.019665397703647614	0.0021	0.001124390243902439	0.0014	0.000424390243902439	0.001	2.4390243902439046e-05	0.0008	-0.00017560975609756094	0.0011	0.0001243902439024391	0.0007	-0.000275609756097561	0.0017	0.0007243902439024389	0.0011	0.0001243902439024391	0.0007	-0.000275609756097561	0.001	2.4390243902439046e-05	0.0007	-0.000275609756097561	0.0009	-7.5609756097561e-05	0.0007	-0.000275609756097561	0.0011	0.0001243902439024391	0.0008	-0.00017560975609756094	0.0012	0.00022439024390243892	0.0009	-7.5609756097561e-05	0.0011	0.0001243902439024391	0.0013	0.00032439024390243897	0.0009	-7.5609756097561e-05
32	1.98	0.11	0.000975609756097561	1.2691348401962173	0.007044153229799122	7.2132129073143005	0.3585	0.3575243902439024	0.1709	0.16992439024390243	0.0727	0.07172439024390244	0.0309	0.02992439024390244	0.0118	0.01082439024390244	0.0044	0.0034243902439024393	0.0009	-7.5609756097561e-05	0.0008	-0.00017560975609756094	0.0006	-0.00037560975609756103	0.0003	-0.0006756097560975611	0.0003	-0.0006756097560975611	0.0003	-0.0006756097560975611	0.0001	-0.0008756097560975609	0.0002	-0.000775609756097561	0.0002	-0.000775609756097561	0.0001	-0.0008756097560975609	0.0007	-0.000275609756097561	0.0001	-0.0008756097560975609	0.0001	-0.0008756097560975609	0.0	-0.000975609756097561
