temp_index	temp	path	dtype
0	13.750000000000002	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_25phenotypes/omega_T000.bin	uint8
3	6.0500000000000016	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_25phenotypes/omega_T003.bin	uint8
4	5.5000000000000009	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_25phenotypes/omega_T004.bin	uint8
5	4.9500000000000011	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_25phenotypes/omega_T005.bin	uint8
8	2.2000000000000006	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_25phenotypes/omega_T008.bin	uint8
