temp_index	temp	path	dtype
20	13	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_ordered/omega_T000.bin	uint8
75	7.5	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_ordered/omega_T001.bin	uint8
95	5.5	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_ordered/omega_T002.bin	uint8
115	3.5	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_ordered/omega_T003.bin	uint8
140	1	/home/gijs/Documents/VaihbavCrystals/runs/d24_geometric_ordered/omega_T004.bin	uint8
